Preferred Semantics - Average,Categoriser - Average,Grounded Semantics - Average
1,
2,1,1,1
3,2,2,2
4,4,4,4
5,1,1,1
7,4,4,4
8,3,3,3
9,4,4,4
10,
11,4,4,4
12,
13,1,1,1
14,2,2,2
15,3,3,3
16,3,3,3
17,
18,4,4,4
19,1,1,1
20,
21,3,3,3
22,
23,
24,4,4,4
25,1,1,1
26,4,4,4
27,
28,
29,3,3,3
30,
31,4,4,4
32,4,4,4
33,3,3,3
34,3,3,3
35,3,3,3
36,3,3,3
37,
38,1,1,1
39,3,3,3
40,3,3,3
41,1,1,1
42,1,1,1
43,1,1,1
44,1,1,1
45,1,1,1
46,4,4,4
47,3,3,3
48,
49,3,3,3
50,1,1,1
51,3,3,3
52,3,3,3
53,
54,1,1,1
55,
56,4,4,4
57,1,1,1
59,3,3,3
60,1,1,1
61,1,1,1
62,3,3,3
63,
64,
65,3,3,3
66,1,1,1
67,4,4,4
68,1,1,1
69,
70,3,3,3
71,3,3,3
72,4,4,4
73,3,3,3
74,4,4,4
75,4,4,4
76,
77,
78,
79,3,3,3
80,3,3,3
81,
82,3,3,3
83,1,1,1
84,3,3,3
85,
86,3,3,3
87,4,4,4
88,1,1,1
89,2,2,2
90,1,1,1
91,4,4,4
92,
93,1,1,1
94,
95,4,4,4
96,3,3,3
97,3,3,3
98,4,4,4
99,
100,
101,3,3,3
102,1,1,1
103,
104,3,3,3
105,4,4,4
106,
107,1,1,1
108,3,3,3
109,3,3,3
110,1,1,1
111,4,4,4
112,
113,4,4,4
114,4,4,4
115,1,1,1
116,
117,4,4,4
118,4,4,4
119,3,3,3
120,1,1,1
121,2,2,2
122,1,1,1
123,
124,1,1,1
125,2,2,2
126,
127,1,1,1
128,2,2,2
130,4,4,4
131,
132,
133,
134,3,3,3
135,3,3,3
136,1,1,1
137,3,3,3
138,4,4,4
139,2,2,2
140,4,4,4
141,3,3,3
142,4,4,4
143,4,4,4
144,3,3,3
145,3,3,3
146,1,1,1
147,
148,1,1,1
149,4,4,4
150,4,4,4
151,4,4,4
152,3,3,3
153,1,1,1
154,
155,3,3,3
156,
157,3,3,3
158,1,1,1
159,
160,3,3,3
161,4,4,4
162,
163,3,3,3
164,
165,
166,4,4,4
167,3,3,3
169,1,1,1
170,4,4,4
171,3,3,3
172,4,4,4
173,1,1,1
174,1,1,1
175,3,3,3
176,4,4,4
177,1,1,1
178,1,1,1
179,4,4,4
180,
181,4,4,4
182,4,4,4
183,3,3,3
184,1,1,1
185,1,1,1
186,
187,1,1,1
188,3,3,3
189,4,4,4
190,1,1,1
191,4,4,4
192,4,4,4
193,3,3,3
194,1,1,1
195,1,1,1
196,2,2,2
197,1,1,1
198,4,4,4
199,3,3,3
200,1,1,1
201,3,3,3
202,3,3,3
203,4,4,4
204,3,3,3
205,
206,1,1,1
207,3,3,3
208,4,4,4
209,4,4,4
210,3,3,3
211,3,3,3
212,1,1,1
213,3,3,3
214,4,4,4
215,
216,3,3,3
217,1,1,1
218,1,1,1
219,1,1,1
220,
221,4,4,4
222,4,4,4
223,
224,4,4,4
225,3,3,3
226,4,4,4
227,2,2,2
228,4,4,4
229,
230,1,1,1
231,
232,3,3,3
233,4,4,4
234,4,4,4
235,1,1,1
236,1,1,1
237,4,4,4
238,
239,3,3,3
240,3,3,3
241,4,4,4
242,4,4,4
243,
244,4,4,4
245,4,4,4
246,1,1,1
247,4,4,4
248,3,3,3
249,
250,3,3,3
251,3,3,3
252,4,4,4
253,2,2,2
254,1,1,1
255,4,4,4
256,4,4,4
257,1,1,1
258,2,2,2
259,4,4,4
260,
261,4,4,4
262,4,4,4
263,4,4,4
264,4,4,4
265,4,4,4
266,3,3,3
267,
268,2,2,2
269,
270,4,4,4
271,4,4,4
272,3,3,3
273,
274,2,2,2
275,1,1,1
276,1,1,1
277,4,4,4
278,1,1,1
279,3,3,3
280,2,2,2
281,
282,1,1,1
283,1,1,1
284,2,2,2
285,3,3,3
286,1,1,1
287,
288,4,4,4
289,4,4,4
290,4,4,4
291,4,4,4
292,4,4,4
293,2,2,2
294,
295,1,1,1
296,4,4,4
297,
298,2,2,2
299,1,1,1
300,
301,2,2,2
302,1,1,1
303,
304,1,1,1
305,4,4,4
306,3,3,3
307,4,4,4
308,3,3,3
309,3,3,3
310,2,2,2
311,1,1,1
312,1,1,1
314,
315,1,1,1
318,4,4,4
320,3,3,3
321,3,3,3
323,1,1,1
324,1,1,1
326,3,3,3
329,3,3,3
330,3,3,3
331,
332,
335,1,1,1
336,3,3,3
338,4,4,4
339,3,3,3
340,1,1,1
341,4,4,4
342,1,1,1
344,1,1,1
345,3,3,3
346,3,3,3
348,1,1,1
349,3,3,3
350,4,4,4
351,
352,1,1,1
353,3,3,3
354,3,3,3
355,1,1,1
356,
357,1,1,1
358,3,3,3
360,3,3,3
361,3,3,3
362,4,4,4
363,3,3,3
364,
365,3,3,3
366,3,3,3
367,3,3,3
369,3,3,3
370,3,3,3
371,4,4,4
372,4,4,4
373,4,4,4
374,3,3,3
375,3,3,3
376,3,3,3
377,1,1,1
378,4,4,4
379,
380,1,1,1
381,2,2,2
382,
383,3,3,3
384,4,4,4
385,3,3,3
386,3,3,3
387,4,4,4
388,2,2,2
389,3,3,3
390,3,3,3
391,2,2,2
392,3,3,3
393,4,4,4
394,2,2,2
395,1,1,1
396,3,3,3
397,3,3,3
398,3,3,3
399,3,3,3
400,3,3,3
401,
402,3,3,3
403,3,3,3
404,1,1,1
405,3,3,3
406,
407,3,3,3
408,3,3,3
409,3,3,3
410,1,1,1
411,3,3,3
412,3,3,3
413,3,3,3
414,3,3,3
415,3,3,3
416,3,3,3
417,3,3,3
418,3,3,3
