Preferred Semantics - Average,Categoriser - Average,Grounded Semantics - Average
1,
2,4,4,4
3,2,2,
4,4,4,
5,2,2,2
7,2,2,
8,2,2,2
9,3,3,
10,
11,
12,
13,2,2,2
14,2,2,
15,2,2,2
16,2.5,2.5,
17,3,3,
18,3,3,3
19,3,3,3
20,2,2,2
21,2,2,
22,
23,
24,2.5,2.5,
25,1,1,1
26,2,2,
27,
28,
29,2,2,2
30,3,3,3
31,4,4,
32,4,4,4
33,3.5,3.5,
34,2.5,2.5,
35,4,4,4
36,2,2,2
37,2,2,2
38,3,3,3
39,4,4,
40,4,4,4
41,2,2,2
42,
43,
44,3,3,3
45,
46,2,2,
47,2,2,
48,1,1,1
49,2,2,2
50,3,2,
51,2.5,2.5,
52,2,2,
53,2,2,2
54,2,2,2
55,2,2,
56,3,3,
57,3.5,3.5,
59,2,2,
60,3.5,3.5,
61,1,1,1
62,4,4,4
63,3,3,3
64,2,2,2
65,
66,1,1,1
67,2,2,2
68,1,1,1
69,2,2,2
70,1.5,1.5,
71,
72,3,3,3
73,3,3,3
74,2,2,2
75,2.5,2.5,
76,3,3,3
77,
78,3,4,
79,2,2,2
80,2,2,
81,2,2,2
82,
83,3,3,3
84,
85,
86,3,3,
87,2,2,2
88,2,2,2
89,2,2,2
90,1.5,1.5,
91,
92,2,2,2
93,
94,3,3,3
95,3,3,3
96,3,3,3
97,1.5,1.5,
98,
99,2.5,2.5,
100,3,3,
101,3,3,3
102,
103,
104,
105,4,4,4
106,4,4,4
107,2,2,2
108,2,2,
109,2,2,
110,2,2,2
111,2,2,
112,
113,
114,1,1,1
115,1.5,1.5,
116,
117,2,2,
118,3,4,
119,
120,2,2,
121,1.5,1.5,
122,1.5,1.5,
123,3,3,3
124,1,1,1
125,2,2,
126,3,3,3
127,1.5,1.5,
128,3,3,
130,2,2,2
131,
132,
133,1,1,1
134,2.5,2.5,
135,2.5,2.5,
136,3,3,
137,
138,2,2,
139,2,2,
140,4,4,4
141,
142,2,2,
143,2,2,2
144,2,2,
145,2,2,2
146,2,2,2
147,4,4,4
148,2,2,
149,2.5,2.5,
150,3,3,3
151,4,4,4
152,2,2,
153,2,2,2
154,1,1,1
155,3,3,
156,2,2,2
157,3,2,
158,2,2,
159,2,2,
160,2,2,
161,
162,
163,2,2,2
164,
165,2,2,
166,4,4,
167,2,2,
169,2,2,2
170,2,2,2
171,2,2,
172,3,3,
173,4,4,
174,2,2,
175,2,2,2
176,3,3,
177,2,2,2
178,2,2,
179,2,2,
180,2,2,
181,3,3,
182,3,2,
183,2,2,2
184,2,2,
185,2,2,
186,2,2,2
187,2,2,2
188,2.5,2.5,
189,2,2,
190,2,2,2
191,
192,2,2,
193,2,2,2
194,2,2,2
195,2,2,
196,3,3,
197,2,2,2
198,4,4,
199,2,2,
200,2.5,2.5,
201,2,2,
202,2,2,2
203,3,3,
204,2,2,2
205,2,2,2
206,2,2,2
207,2,2,
208,3,3,
209,3,3,
210,3,2,
211,2,2,2
212,2,2,2
213,3,2,
214,3,4,
215,2,2,2
216,2.5,2.5,
217,2,2,2
218,2,2,2
219,2,2,2
220,2,2,2
221,2,2,
222,2,2,2
223,2,2,2
224,2,2,
225,2,2,
226,3,4,
227,2,2,
228,4,4,
229,2,2,2
230,3,3,
231,3,3,
232,2,2,
233,4,4,
234,2,2,
235,2,2,2
236,4,4,
237,3,2,
238,2,2,
239,3,3,3
240,2,2,
241,3,3,
242,3,2,
243,3,3,
244,3,3,
245,2,2,
246,3,2,
247,3,3,
248,2,2,
249,3,2,
250,2,2,
251,2.5,2.5,
252,4,4,
253,2.3333333333333335,2,
254,4,4,4
255,4,4,4
256,2,2,
257,1.5,1.5,
258,2,2,
259,3,2,
260,2,2,
261,4,4,
262,3,2,
263,2,2,2
264,3,2,
265,2,2,
266,3,3,
267,
268,2,2,2
269,2,2,2
270,4,4,
271,2,2,
272,3,3,
273,2,2,2
274,2,2,2
275,2,2,2
276,2,2,2
277,2,2,
278,2,2,2
279,3,3,
280,2,2,2
281,2,2,2
282,2,2,
283,2,2,2
284,2,2,2
285,2,2,
286,3,3,
287,2,2,2
288,2,2,
289,2.3333333333333335,1,
290,2,2,2
291,2,2,2
292,2,2,
293,2.5,2.5,
294,2,2,
295,2,2,
296,2,2,2
297,1.5,1.5,
298,2,2,
299,2,2,2
300,2,2,2
301,2,2,
302,2,2,2
303,3,3,
304,2,2,2
305,3,3,
306,3,2,
307,2,2,
308,2,2,
309,2,2,2
310,2,2,2
311,2,2,2
312,
314,4,4,4
315,2.3333333333333335,1,
318,3,2,
320,2,2,
321,2,2,
323,1,1,1
324,1.5,1.5,
326,2,2,
329,2,2,
330,2,2,
331,1.5,1.5,
332,3,3,
335,3,3,
336,3,2,
338,2,2,2
339,3,3,
340,1,1,1
341,2,2,2
342,4,4,4
344,2.6666666666666665,1,
345,3,3,
346,1.5,1.5,
348,1,1,
349,4,4,4
350,2.3333333333333335,1,
351,1.5,1.5,
352,2,2,
353,4,4,
354,2,4,
355,2,2,
356,2,2,
357,2,2,
358,2,2,
360,2.3333333333333335,1,
361,3,3,
362,2,2,
363,2.5,2,
364,1.5,1.5,
