Preferred Semantics - Average,Categoriser - Average,Grounded Semantics - Average,GroundTruth
1.5,1.5,1.5,0
3.0,3.0,3.0,0
1.5,1.5,1.5,0
3.0,3.0,3.0,0
1.5,1.5,1.5,0
3.0,3.0,3.0,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
3.0,3.0,3.0,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
3.0,3.0,3.0,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
3.0,3.0,3.0,0
3.0,3.0,3.0,0
1.5,1.5,1.5,0
3.0,3.0,3.0,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
1.5,1.5,1.5,0
3.0,3.0,3.0,0
3.0,3.0,3.0,0
3.0,3.0,3.0,0
1.5,1.5,1.5,1
1.5,1.5,1.5,1
3.0,3.0,3.0,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,1
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
3.0,3.0,3.0,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
1.5,1.5,1.5,2
0.333333333,0.333333333,0.333333333,3
0.333333333,0.333333333,0.333333333,3
0.333333333,0.333333333,0.333333333,3
0.333333333,0.333333333,0.333333333,3
0.333333333,0.0,0.333333333,3
