Preferred Semantics - Average,Categoriser - Average,Grounded Semantics - Average,GroundTruth
1.5,1.5,,0
2.5,2.5,,0
2.5,2.0,,0
2.5,2.5,,0
1.5,1.5,,0
1.5,1.5,,0
1.5,1.5,,0
1.5,1.5,,0
1.5,1.5,,0
1.5,1.5,,0
2.5,2.0,,0
2.5,2.0,,0
3.0,3.0,3.0,0
1.5,1.5,,0
1.5,1.5,,0
2.5,2.0,,0
2.5,2.0,,0
1.5,1.5,,0
2.5,2.0,,0
2.5,2.0,,0
2.5,2.0,,0
2.5,2.0,,0
2.5,2.0,,0
1.5,1.5,,0
1.5,1.5,,0
1.5,1.5,,0
2.5,2.5,,0
2.5,2.0,,0
2.5,2.0,,0
2.5,2.0,,0
2.5,2.5,,0
2.5,2.5,,0
2.5,2.0,,0
2.5,2.5,,0
2.5,2.0,,0
2.5,2.0,,0
2.5,2.0,,0
1.5,1.5,,0
1.6666666666666667,3.0,,0
2.5,2.5,,0
1.6666666666666667,3.0,,0
1.5,1.5,,1
1.5,1.5,,1
1.5,1.5,,1
1.5,1.5,,1
2.5,2.0,,1
2.5,2.0,,1
2.5,2.0,,1
1.5,1.5,,1
1.5,1.5,,1
2.5,2.0,,1
1.5,1.5,,1
1.5,1.5,,1
2.5,2.0,,1
0.0,2.0,,1
2.5,2.0,,1
0.0,0.0,,1
2.5,2.0,,1
0.0,0.0,,1
0.0,2.0,,1
0.0,2.0,,1
1.5,1.5,,1
0.0,2.0,,1
0.0,2.0,,1
0.0,0.0,,1
2.5,2.0,,1
0.0,0.0,,1
2.5,2.0,,1
2.5,2.0,,1
0.0,2.0,,1
0.0,0.0,,1
1.5,1.5,,1
1.5,1.5,,1
1.5,1.5,,1
1.5,1.5,,2
0.0,0.0,,2
1.5,1.5,,2
1.5,1.5,,2
1.5,1.5,,2
1.5,1.5,,2
0.0,0.0,,2
1.5,1.5,,2
1.5,1.5,,2
0.0,0.0,,2
1.5,1.5,,2
0.0,0.0,,2
1.5,1.5,,2
0.0,0.0,,2
0.0,0.0,,2
0.0,0.0,,2
1.5,1.5,,2
1.5,1.5,,2
0.0,0.0,,2
1.5,1.5,,2
2.0,2.0,2.0,3
2.0,2.0,2.0,3
2.0,2.0,2.0,3
0.0,0.0,0.0,3
2.0,2.0,2.0,3
