Preferred Semantics - Average,Categoriser - Average,Grounded Semantics - Average
1,
2,1,1,1
3,2,2,2
4,4,4,4
5,1,1,1
7,3.333333333,3.333333333,3.333333333
8,3.333333333,3.333333333,3.333333333
9,4,4,4
10,
11,3.5,3.5,3.5
12,
13,1,1,1
14,2.5,2.5,2.5
15,3,3,3
16,3,3,3
17,
18,4,4,4
19,2.333333333,2.333333333,2.333333333
20,
21,3,3,3
22,
23,
24,4,4,4
25,1,1,1
26,4,4,4
27,
28,
29,2.666666666,2.666666666,2.666666666
30,
31,4,4,4
32,4,4,4
33,3,3,3
34,3.333333333,3.333333333,3.333333333
35,3.5,3.5,3.5
36,3,3,3
37,
38,1,1,1
39,3,3,3
40,3.5,3.5,3.5
41,1,1,1
42,2.5,2.5,2.5
43,1,1,1
44,1,1,1
45,1,1,1
46,4,4,4
47,3.333333333,3.333333333,3.333333333
48,
49,3,3,3
50,1.5,1.5,1.5
51,3.333333333,3.333333333,3.333333333
52,3.5,3.5,3.5
53,
54,2.5,2.5,2.5
55,
56,3.666666666,3.666666666,3.666666666
57,1,1,1
59,3.333333333,3.333333333,3.333333333
60,2,2,2
61,1,1,1
62,3,3,3
63,
64,
65,3.666666666,3.666666666,3.666666666
66,1,1,1
67,3.666666666,3.666666666,3.666666666
68,1,1,1
69,
70,3.5,3.5,3.5
71,3.5,3.5,3.5
72,4,4,4
73,3.333333333,3.333333333,3.333333333
74,4,4,4
75,4,4,4
76,
77,
78,
79,3.333333333,3.333333333,3.333333333
80,3,3,3
81,
82,3,3,3
83,2,2,2
84,3,3,3
85,
86,3,3,3
87,3.5,3.5,3.5
88,1,1,1
89,2,2,2
90,2.75,2.75,2.75
91,3.5,3.5,3.5
92,
93,2.666666666,2.666666666,2.666666666
94,
95,4,4,4
96,3.5,3.5,3.5
97,3,3,3
98,3.666666666,3.666666666,3.666666666
99,
100,
101,3.333333333,3.333333333,3.333333333
102,1,1,1
103,
104,3.5,3.5,3.5
105,3.5,3.5,3.5
106,
107,1,1,1
108,3.25,3.25,3.25
109,3.333333333,3.333333333,3.333333333
110,1,1,1
111,4,4,4
112,
113,4,4,4
114,4,4,4
115,1,1,1
116,
117,4,4,4
118,4,4,4
119,3.5,3.5,3.5
120,2.666666666,2.666666666,2.666666666
121,2,2,2
122,1,1,1
123,
124,2,2,2
125,3,3,3
126,
127,1,1,1
128,2,2,2
130,4,4,4
131,
132,
133,
134,3.333333333,3.333333333,3.333333333
135,3.5,3.5,3.5
136,2.666666666,2.666666666,2.666666666
137,3,3,3
138,4,4,4
139,2,2,2
140,3.666666666,3.666666666,3.666666666
141,3.25,3.25,3.25
142,3.5,3.5,3.5
143,4,4,4
144,3.5,3.5,3.5
145,3.333333333,3.333333333,3.333333333
146,1,1,1
147,
148,2.666666666,2.666666666,2.666666666
149,3.5,3.5,3.5
150,4,4,4
151,4,4,4
152,3,3,3
153,1,1,1
154,
155,3.333333333,3.333333333,3.333333333
156,
157,3.5,3.5,3.5
158,2.5,2.5,2.5
159,
160,3,3,3
161,4,4,4
162,
163,3.5,3.5,3.5
164,
165,
166,4,4,4
167,2.5,2.5,2.5
169,2.666666666,2.666666666,2.666666666
170,4,4,4
171,3.333333333,3.333333333,3.333333333
172,4,4,4
173,2.5,2.5,2.5
174,1,1,1
175,3.25,3.25,3.25
176,4,4,4
177,1,1,1
178,1,1,1
179,3.25,3.25,3.25
180,
181,4,4,4
182,4,4,4
183,3.5,3.5,3.5
184,2.5,2.5,2.5
185,2.333333333,2.333333333,2.333333333
186,
187,2.5,2.5,2.5
188,3,3,3
189,3.333333333,3.333333333,3.333333333
190,1,1,1
191,4,4,4
192,3.25,3.25,3.25
193,3,3,3
194,1,1,1
195,1,1,1
196,2.5,2.5,2.5
197,1,1,1
198,4,4,4
199,3.5,3.5,3.5
200,2.5,2.5,2.5
201,3,3,3
202,3,3,3
203,4,4,4
204,3,3,3
205,
206,1,1,1
207,3,3,3
208,4,4,4
209,4,4,4
210,3,3,3
211,2.5,2.5,2.5
212,1,1,1
213,3.333333333,3.333333333,3.333333333
214,4,4,4
215,
216,3,3,3
217,2.5,2.5,2.5
218,1,1,1
219,1,1,1
220,
221,3.333333333,3.333333333,3.333333333
222,4,4,4
223,
224,4,4,4
225,3.333333333,3.333333333,3.333333333
226,4,4,4
227,2.5,2.5,2.5
228,4,4,4
229,
230,1,1,1
231,
232,3.333333333,3.333333333,3.333333333
233,4,4,4
234,4,4,4
235,2.666666666,2.666666666,2.666666666
236,2.666666666,2.666666666,2.666666666
237,3,3,3
238,
239,3.5,3.5,3.5
240,3.25,3.25,3.25
241,4,4,4
242,4,4,4
243,
244,4,4,4
245,4,4,4
246,1,1,1
247,4,4,4
248,3.4,3.4,3.4
249,
250,3.333333333,3.333333333,3.333333333
251,3,3,3
252,4,4,4
253,2,2,2
254,2.5,2.5,2.5
255,4,4,4
256,4,4,4
257,1,1,1
258,3.333333333,3.333333333,3.333333333
259,4,4,4
260,
261,4,4,4
262,4,4,4
263,4,4,4
264,4,4,4
265,4,4,4
266,3.333333333,3.333333333,3.333333333
267,
268,2,2,2
269,
270,4,4,4
271,3.333333333,3.333333333,3.333333333
272,3,3,3
273,
274,3,3,3
275,2.666666666,2.666666666,2.666666666
276,1,1,1
277,3.75,3.75,3.75
278,1,1,1
279,3.5,3.5,3.5
280,3,3,3
281,
282,2.5,2.5,2.5
283,1,1,1
284,3.333333333,3.333333333,3.333333333
285,3.5,3.5,3.5
286,1,1,1
287,
288,4,4,4
289,4,4,4
290,4,4,4
291,4,4,4
292,4,4,4
293,2,2,2
294,
295,2.666666666,2.666666666,2.666666666
296,4,4,4
297,
298,3,3,3
299,1,1,1
300,
301,3,3,3
302,1,1,1
303,
304,1,1,1
305,4,4,4
306,3,3,3
307,3.666666666,3.666666666,3.666666666
308,3,3,3
309,3,3,3
310,2,2,2
311,2.666666666,2.666666666,2.666666666
312,1,1,1
314,
315,1,1,1
318,4,4,4
320,3,3,3
321,2.5,2.5,2.5
323,1,1,1
324,1,1,1
326,3,3,3
329,3,3,3
330,3.5,3.5,3.5
331,
332,
335,1,1,1
336,3,3,3
338,4,4,4
339,3,3,3
340,1,1,1
341,4,4,4
342,1,1,1
344,1,1,1
345,3.333333333,3.333333333,3.333333333
346,3,3,3
348,2,2,2
349,3.5,3.5,3.5
350,4,4,4
351,
352,1,1,1
353,3,3,3
354,2.5,2.5,2.5
355,1,1,1
356,
357,2,2,2
358,3,3,3
360,3,3,3
361,3.5,3.5,3.5
362,4,4,4
363,3,3,3
364,
365,3.333333333,3.333333333,3.333333333
366,3,3,3
367,3,3,3
369,3,3,3
370,3.5,3.5,3.5
371,4,4,4
372,4,4,4
373,4,4,4
374,3.25,3.25,3.25
375,2.5,2.5,2.5
376,3.5,3.5,3.5
377,2.5,2.5,2.5
378,3.333333333,3.333333333,3.333333333
379,
380,2.5,2.5,2.5
381,2,2,2
382,
383,3,3,3
384,3.333333333,3.333333333,3.333333333
385,3,3,3
386,2.5,2.5,2.5
387,4,4,4
388,2.666666666,2.666666666,2.666666666
389,3,3,3
390,3,3,3
391,2,2,2
392,3,3,3
393,4,4,4
394,2.333333333,2.333333333,2.333333333
395,1,1,1
396,3,3,3
397,3,3,3
398,3,3,3
399,3,3,3
400,3.25,3.25,3.25
401,
